Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,2005,73.28119020880571,-4537,7033,7083,-1263,-6614,-5636,7449,6325,4960,5052,-1196,-363,5943,-4279
,2006,73.3134557503466,6673,-3422,-4945,7411,-6483,5794,1810,5893,-6245,4727,1904,-694,-6846,-5044
,2007,73.34350434024734,4543,8136,2266,366,-6036,6739,7767,6872,-4621,2314,-5652,6731,4097,-3909
,2008,73.37448393009417,-2251,-6381,1638,6230,-2126,5939,453,1081,-850,141,7194,2183,-1328,3741
,2009,73.4049212563068,-8166,-5590,6852,-5102,-8103,3575,8177,2135,7473,2139,-6314,-486,6630,-4307
,2010,73.43804424152799,-2473,-2005,6379,-2173,-1024,6219,-84,-2404,1624,1028,4160,-7781,5885,2833
,2011,73.4692782847363,-4962,-5741,675,47,2265,-3029,-879,270,-3575,3962,-6775,1527,2272,-439
,2012,73.502013388951,5444,3331,7405,4287,-7671,3285,-5802,3269,6976,4814,-3824,996,-1589,-8092
,2013,73.53410701410313,231,-7736,3005,-964,-1170,-7559,-2798,5240,5224,443,6565,1564,8161,3444
,2014,73.56415047217135,-3196,2353,4470,3224,-6081,3277,-3773,-4342,-787,-6023,-7147,-6880,-6411,-7998
,2015,73.59457240288648,-6069,2966,-223,4939,421,-2601,-7780,-967,-4723,796,6517,1437,-7207,-8069
,2016,73.62672974829216,-5204,591,6836,-2508,-3282,3610,6895,872,-5656,-975,3735,3599,-2725,2263
,2017,73.65653115492746,3192,5279,4970,566,6592,5552,-1095,8126,-6869,1434,-2470,-7782,-7400,-147
,2018,73.68883219164316,-5643,-3941,-519,-850,5923,2145,-2793,-1729,-964,-1987,3772,-8095,2716,3845
,2019,73.72163272672222,-832,-6510,7318,5632,-7263,-504,70,-464,6061,-4551,-6211,-4343,5274,-1535
,2020,73.75467574088694,3141,6138,1444,6913,-1895,7990,4105,4000,-7848,-5669,-7792,-1890,-3493,-4999
,2021,73.78652432103718,-1629,583,6741,3180,-5464,3824,-3695,-4666,280,-2973,6265,6966,5191,8056
,2022,73.81735252182526,-3556,-4484,-77,3259,2857,5993,285,-2649,1147,-6418,2106,-4349,2069,-1310
,2023,73.84762135287079,-7335,4162,7063,31,7363,6608,-6351,3304,-7868,-333,1503,-5865,8128,1981
,2024,73.87862745718554,4078,-379,4708,-6640,2648,-5523,2164,-191,-3503,-6362,-4319,-2320,-1506,3370
,2025,73.90885052939129,-2871,-6553,-7989,7233,-3314,-5947,361,396,4900,-4091,7908,2839,-3580,5485
,2026,73.94213773325248,4635,6269,-4229,-5818,1838,-3972,859,-3411,-4445,3676,-3690,-7828,5820,2206
,2027,73.97446186321443,5906,6023,-7672,-5071,-1077,6134,-7399,408,-5170,5109,-4818,1448,4857,-678
,2028,74.00543033409085,7722,6302,851,-2095,-3336,-6122,5060,-2414,-3720,-2219,3245,6010,629,-1623
,2029,74.03818339971929,2456,3083,3278,5467,-6259,-555,-410,1720,-4123,-2985,7352,-6609,2635,7822
,2030,74.06866178059192,-5504,-984,533,6841,-1213,6987,-8094,-822,-7695,6260,4177,-3729,-2782,-643
,2031,74.09888570810308,2185,1571,400,908,-1698,1546,932,-6978,-5727,3153,-5733,4732,-2540,-1236
,2032,74.12976864843783,-6836,5485,-7155,650,-4750,3907,7901,-7620,5070,3511,-4695,-4621,7242,-4187
,2033,74.16068280742029,3077,4316,7720,-1709,2512,-2669,-6296,-2128,2768,4946,201,-4362,6627,-8063
,2034,74.19256217856554,3981,-6519,2940,-5560,6703,6543,1950,6745,4570,153,-3843,-1668,2637,-6554
,2035,74.22432351756326,898,-3016,6856,-7764,4579,-2520,299,6295,1307,-7768,-3966,-7398,-2985,-1124
,2036,74.25780615871219,-5378,-6599,243,-7801,4633,-4956,3350,1324,-2724,-4687,-6631,-6661,-2523,-3250
,2037,74.2891522469301,7069,-3137,5667,717,-5314,5685,-270,-2078,-29,7270,3581,4271,1781,3742
,2038,74.31883262784892,6755,-6186,-1310,3233,62,-127,-542,6067,3132,-651,1542,-3028,5207,4000
,2039,74.34986866785326,5978,1361,-7112,-3935,2353,237,3934,-1794,-1462,-1245,-4939,-4457,4971,-2125
,2040,74.38150898113453,-3032,-7772,7497,-4361,4120,-3608,6176,-6766,-2996,-1766,-821,-3653,3307,2626
,2041,74.41221530090073,4790,2255,-2990,-5048,3206,-4318,-6932,-2596,5407,-5887,7336,-6525,3528,3874
,2042,74.4480825335515,6940,-198,6994,-797,4928,-5891,-7959,4298,-2781,2460,-2387,-2577,1366,-2434
,2043,74.48182689815793,4612,5296,-6038,4068,-1712,-5768,1281,6565,-5827,7399,-3940,5642,-1256,-3956
,2044,74.51206151698679,918,-2204,-1230,2881,-7619,-1508,6100,3271,-2650,-2672,-1440,7819,-4416,1239
,2045,74.5413022709214,-5972,531,5631,-2749,-955,-1466,855,5129,1376,-5226,5324,-508,-130,-814
,2046,74.57117124668463,5891,6965,7346,3925,811,1739,5117,-6830,3835,-5978,940,-7733,4156,-4091
,2047,74.60354583966615,-7308,-2506,-2314,-5001,-4884,2753,-6101,361,-7702,-3581,4442,1889,-721,-3101
,2048,74.63441595041965,-2941,2080,-7341,4496,3063,-6892,-1333,4791,39,-1104,-5724,4806,2176,-1551
,2049,74.66687222506849,2400,3400,6790,642,2015,-890,8101,6565,-6606,3496,-7734,3892,7755,962
,2050,74.70076626812285,1998,6334,3518,1113,2165,-5471,-7643,5637,-6337,7822,590,-803,-4360,2910
,2051,74.73096197055526,-5334,3765,-4430,1879,-6392,3313,3938,7025,5076,-2381,-1378,-3743,3249,7195
,2052,74.76156223244978,-2094,242,4571,-7700,-5181,-349,6129,6976,-1527,-6671,4144,783,6402,-234
,2053,74.79118787382193,-5957,7509,-3721,-1247,53,-5980,-5326,-1018,8143,2397,-864,-1955,1635,146
,2054,74.82501947958086,-686,-2712,-3674,-6000,-1899,-6833,3935,-6921,1792,-3867,-519,-6930,7768,6440
,2055,74.85830069630414,2686,7490,6030,469,-1618,313,2493,5226,991,-3046,1829,-396,1602,3465
,2056,74.88977892920893,-5303,-2299,-5063,2431,-3075,450,-3490,3776,-7349,-3511,3047,-4455,-5687,-6273
,2057,74.92316149962409,-2431,2539,-3222,-4125,-2229,-4792,-461,-8177,-683,-2483,-3345,-5517,-3113,-7295
,2058,74.9564238996282,-5004,3033,5401,3774,696,2647,-3773,-4626,-6910,-4911,4277,363,-1052,-4593
,2059,74.98651867602143,-6704,-3058,1348,-2055,2816,2058,658,-7231,-555,-2758,-7591,6916,742,3230
,2060,75.01904551336715,5714,954,-3416,-6098,4897,7534,-3226,-4872,8101,-4461,-1560,7874,4429,1099
,2061,75.05302038278339,-7503,4088,-1597,7537,4188,2834,-4680,-5800,-1667,3263,4964,1071,-76,2031
,2062,75.09196757023982,-4338,-2652,8152,3698,-543,-309,4149,3591,1817,7234,-4913,1513,-3315,4894
,2063,75.12574828532647,5300,-115,6146,6398,-6273,-5637,-5412,7719,-7430,-4697,2781,497,5399,-7827
,2064,75.15757334457774,1754,7257,2954,-3993,-6037,-7645,-429,7352,1896,1062,-2940,-6080,3678,-6999
,2065,75.19000738128575,-2734,7428,7656,3285,2862,3961,-3019,-1376,-8117,5794,3978,-7709,7005,8028
,2066,75.2216622347591,1386,-3140,5574,4745,-2424,6280,5433,4899,6701,3082,-5543,1608,-2789,-317
,2067,75.25409541616168,3507,-3676,-3428,-4037,2670,8151,-6368,-991,-128,2476,-7698,5588,-4325,-168
,2068,75.28482140795246,3357,-4318,3786,-6501,883,1723,582,-3739,5147,-1503,-7440,2536,-6892,3991
,2069,75.31729393340422,-717,-7101,262,3224,-7521,-3956,5815,-1765,-2618,-2484,4474,-3676,1167,876
,2070,75.34958556176032,-7521,3968,-7860,-6493,6699,-2778,4336,3051,5375,2413,4714,-2331,7508,-5031
,2071,75.38053992009736,7062,-3157,4887,-2343,-7364,197,-5983,2970,3035,-1825,-1420,7124,-2801,2601
,2072,75.41096356142333,-1367,4190,5719,4259,-5903,5739,6030,4752,-7851,5004,-4064,-4306,-7868,-7518
,2073,75.44137993265325,4073,-2783,-1186,-6607,-601,4722,-1050,-6902,-3275,6909,4278,-704,2985,-5779
,2074,75.47210207556965,941,4067,6406,5034,2260,9,1761,7274,-302,5924,5990,-1722,-7321,-5804
,2075,75.5039609193849,-5529,3103,-4836,-4260,7086,-86,-908,4947,1157,1599,1503,-3426,113,6754
,2076,75.53516502690363,-1927,-4118,5373,-6436,3309,2571,-4334,-2347,-5251,6126,-6282,-4517,4292,4019
,2077,75.56721503147952,-2842,-2175,-5388,8151,2370,-6332,1967,3642,863,4131,-2934,-494,1630,765
,2078,75.597920923593,2097,-2305,-902,7141,-5728,-7048,-4856,7809,3563,2541,-1954,1652,3783,-3713
,2079,75.62851861957127,6144,-3633,-6423,-6110,6959,-2027,1616,-2434,1329,-6624,-6943,-4299,-1835,5926
,2080,75.65816692653696,-3848,5950,2832,3568,7999,-3413,762,1121,-3451,8036,5109,-5381,-7583,217
,2081,75.69119026867709,7038,-5311,5912,-3438,-5296,-470,3703,-5468,-6826,-5320,-1450,-1942,-1593,5017
,2082,75.72309957551192,-6365,4638,-3377,-542,-7384,901,4332,-4318,6668,-2003,-6264,5382,8078,2758
,2083,75.75535228747157,2831,-5535,7246,-7630,-2892,-4361,-471,680,7004,7677,3964,-4646,5634,7386
,2084,75.78630621815591,-1868,2024,1993,-4840,7491,-6611,2079,2841,-4135,-701,-4988,7242,-4774,6674
,2085,75.81769336103382,4166,-3435,-6105,1755,-5528,373,4948,-7435,-6818,5039,-698,-1598,-162,283
,2086,75.85101905363877,2193,4967,2807,3920,-1179,2447,-3304,-4813,-1111,-3400,-597,2612,-1318,5013
,2087,75.88153677856057,7002,1015,7928,2176,3959,556,-3157,749,3842,-1044,2343,-3032,-6385,7364
,2088,75.9143505708736,-2982,-740,5791,-4366,-1378,-5455,-4946,-6985,6388,-7971,7488,2517,5651,2889
,2089,75.94528568483877,8017,5202,-6872,2766,1995,-5410,5410,-5471,-5236,-5816,-3054,2278,7541,-4042
,2090,75.97926012660231,4108,-5904,-6912,-2153,2768,-6284,-3809,6876,-5031,-7958,8090,-5897,-7708,1594
,2091,76.00975475827786,937,-3919,-7496,27,6361,-7777,2011,6301,-5380,7567,3535,-6603,-5456,-5548
,2092,76.03973064721816,603,-6649,7298,-6062,-60,4821,-6469,-6719,7204,2307,4922,-7205,-6075,1388
,2093,76.07097837531315,2865,-5736,712,-6157,-3913,-4493,858,-7785,-7790,528,1073,2182,4796,-2507
,2094,76.10147172403057,7657,-5419,7594,-6258,3365,-271,-3144,-4507,6674,-4158,-6179,352,6242,-6706
,2095,76.13271260968223,-3900,5307,3944,7575,-2627,6318,-7648,2749,503,-15,2071,-3146,5254,2250
,2096,76.16438072038954,-6449,-6621,-5236,3316,-3875,1716,-408,-2261,-2587,7752,1968,-7351,5911,250
,2097,76.19818495637514,888,-7557,-6618,5912,-248,-3926,8173,3601,2470,-5506,3937,1250,-2482,3129
,2098,76.22997665871517,-6369,6967,-6883,7726,3832,-2419,-164,2575,5012,-633,-2869,5164,6648,-2695
,2099,76.25984178560401,-167,-976,2306,-6546,6483,-2848,-3039,6178,6797,-3751,-2677,-1398,3242,-4957
,2100,76.29010719542788,3719,6149,2128,7736,-7295,2489,4538,-1255,5895,625,6403,1153,-6976,4669
,2101,76.32168720967726,8088,4446,-4172,4027,2139,3428,1918,2749,4791,5391,-4166,5150,-4763,-3743
,2102,76.35231441369241,1768,161,6030,-6836,5935,6838,-4209,-7615,-5708,5575,-5298,5340,6360,-374
,2103,76.3860763120599,-1104,1234,2191,-196,2582,1626,-7450,7880,-3188,8175,6232,6255,-5528,-3889
,2104,76.41688141960172,6447,3606,-1807,1084,6324,2678,5674,-3946,-7441,1570,816,3405,-1203,2532
,2105,76.44833057212234,-6715,6984,3790,-3119,-5978,4939,5256,6318,4042,-3117,7486,-3836,-2437,-4083
,2106,76.4802971844201,466,1588,-3203,2755,6203,2332,-2529,-4041,436,1193,2616,-3846,-3627,3169
,2107,76.51060279359855,-5441,-4752,2006,7655,2966,-2325,6217,-747,-1885,1940,-2389,779,3246,8177
,2108,76.54098067608471,5084,-1221,1357,-7369,2473,2542,-4324,4468,3983,6522,7256,-2273,436,-7291
,2109,76.57431663235467,3751,-2388,6709,-1418,2054,3257,4603,-948,-2422,1864,-6225,3123,-7958,-2959
,2110,76.60744688767188,2381,7171,1955,-345,-5600,1887,-4035,6836,-998,7809,-5807,850,796,-5282
,2111,76.6416351557896,440,5584,-6303,4682,858,-3322,-5721,4477,3164,3044,-599,-3029,3900,6235
,2112,76.67873616650401,-3949,-1428,810,6960,-5096,-8184,-6075,70,4403,33,7635,-3989,3730,-5229
,2113,76.71130448616245,5892,2036,5410,3644,-2346,3265,-2661,4605,-151,5561,1596,3248,-6754,-2144
,2114,76.74189234612842,-1670,3816,2836,3223,7878,1224,1102,803,-7497,-1277,7563,959,2540,-6758
,2115,76.77255333470752,1166,6423,-5870,-2438,2480,6823,730,-420,5114,6254,5829,4429,7642,8086
,2116,76.80369970911063,-7023,5941,4404,5497,4668,860,2174,-5732,2945,-1738,-248,-4944,6685,-6628
,2117,76.83519804169272,-2655,6049,-6695,2196,4184,-2804,-342,-6198,8077,335,4353,-3278,3020,-422
,2118,76.86724890157402,5296,-4778,7876,6198,6439,7899,-1444,4492,-7664,-472,1272,-2533,5285,-3678
,2119,76.8990478740101,3289,1094,-6505,-6511,4822,-3947,-8106,7068,-3317,-1539,3326,-2592,5608,5109
,2120,76.93055989147885,-3531,-1567,6069,-4603,3628,140,5209,4494,4353,-932,-977,5463,-2568,170
,2121,76.96047847495623,5584,2081,-7572,7324,-629,-4633,-1292,3458,-4888,869,-3210,-3027,-4962,-6249
,2122,76.993703241522,1206,4237,3826,6946,-6504,4724,1420,-3525,-5557,-5255,-4184,4409,7932,2615
,2123,77.02704048075007,-1812,2527,-3041,-764,-7045,709,-7360,-5640,-4098,-77,5782,-1957,6215,224
,2124,77.05852641140362,-4727,-2761,-1534,-2966,3431,7976,4745,-5801,-2968,-896,3729,-5957,-927,3139
,2125,77.08887136463125,1099,5090,-6691,4085,-4430,-5080,2723,3348,2436,2157,8066,-1497,4941,4893
,2126,77.12004168758601,4719,-2146,-2947,4445,1987,4527,3069,-575,-8047,6356,-8139,7716,2153,1176
,2127,77.14990382090589,-3664,2264,3503,-6375,1885,5123,-2001,1697,428,-5802,-5632,2918,-6224,3730
,2128,77.18247342352244,-3815,-6071,-2259,-7928,-5689,-7167,-3524,4762,747,-6034,-1029,3499,6586,-1648
,2129,77.21511316118315,6439,1064,-642,-3549,-2855,2393,6255,-2302,6825,5402,-2399,5008,-2867,2881
,2130,77.25169885038399,-7864,2595,5427,-6180,2273,-5576,-4894,-7627,-2206,-678,7639,6509,-7370,-6130
,2131,77.28480900602392,-5540,-201,-3876,7953,-3255,3464,-1701,454,6619,-6827,675,6063,-7444,-7707
,2132,77.31805515522511,5319,-2804,-7363,6056,8125,4072,7293,6361,1321,4968,-6580,3258,207,-6361
,2133,77.3502847739385,-1024,-7228,930,4193,6082,-5350,2557,2827,3627,8117,-6642,4952,-2299,5561
,2134,77.38156671425016,-151,-8104,-2506,5837,-3346,6709,-3987,2888,7584,-23,1792,-4772,6803,245
,2135,77.41121673182668,-4857,1035,3166,-3418,-2980,6523,1165,-6051,7936,-1418,5578,-4164,-356,-2553
,2136,77.44216039884603,1323,-7784,1534,-3888,-204,3412,-1950,-6389,6943,956,-4855,7975,6564,-4171
,2137,77.47584959625308,4645,5413,3612,1190,5002,-5941,-4325,-2634,-5769,1205,448,-5216,-4673,325
,2138,77.50698784525473,455,2761,-3583,4253,1334,4654,6773,5444,2137,814,-5741,211,-4945,-2361
,2139,77.53772966019571,8103,-3032,2495,-4952,-4070,-6740,-3694,7883,-2111,-1645,-2225,5260,-4480,2531
,2140,77.56912407316966,4078,-1736,3088,2143,80,-5145,-2087,-7462,-2102,3421,7017,526,-3153,-6078
,2141,77.60289537989674,2192,-251,2272,-3233,-150,-694,-5197,5969,1451,-5674,-4628,-4811,-2076,-3424
,2142,77.63531872528702,8084,5414,3639,-3239,-2368,-5395,2623,5492,-2091,-2402,-4781,-1567,912,-3799
,2143,77.66672382957869,3078,7661,3534,4940,-5398,-6385,3819,-1205,3895,4519,5383,-1347,-7836,-7724
,2144,77.69962443539151,1411,1989,5797,-3911,-1512,7414,-2029,726,2561,-697,-885,4217,2219,7055
,2145,77.73528511178414,5921,1202,1659,-4577,7333,-1982,-7562,2062,-1746,-3752,-4714,-2878,-259,-6574
,2146,77.76702421284104,-6340,2467,-1844,-6683,-702,-2469,-8132,-7981,-7175,7077,2587,-6460,3804,-2865
,2147,77.79647879312985,3979,-349,5072,2941,6968,5064,-1068,7626,6451,3856,529,7169,-7623,6403
,2148,77.82941018993768,4167,-7321,4641,-5169,-139,-649,-5437,2784,-3365,2812,-197,-3665,-4919,-4339
,2149,77.86096839389893,8026,-5218,7393,-6620,-90,-2743,7939,7924,-4665,-4815,-1694,1755,-2381,-5090
,2150,77.89266601264312,-3827,2696,-5113,-2639,-1948,5520,92,8128,-1466,-3122,7290,7316,-6796,-832
,2151,77.92934749605062,2865,4180,6521,-4129,2032,-3061,-1796,-1528,-3675,1564,-4306,7367,-2785,-1465
,2152,77.96025951676954,-3007,-6174,2650,4555,4573,3795,3841,-262,-6018,7776,-2529,-8140,2,7447
,2153,77.99274829302422,-9,-2862,-1163,-6182,-108,-4204,7290,-2933,-4924,8037,-7532,-788,-6339,-6525
,2154,78.02347257420416,5100,3560,-7498,-1232,3156,-987,401,-5466,-2481,-7628,-2610,-3932,-3301,2989
,2155,78.05388082003262,3787,5058,7531,-5914,4762,2010,-7362,-7393,-2657,-1776,-3041,1095,1569,5655
,2156,78.08486425875384,-3655,-6673,-7335,4887,-6829,5729,5329,639,-4334,-8185,-7516,-1304,-8064,-3344
,2157,78.11834262337567,6328,-1120,1132,1702,709,6735,-7200,2690,-3187,2451,5148,-4049,243,3051
,2158,78.15000346398693,-7852,5002,187,-2445,-2814,-7443,3619,2060,6166,833,-6437,-6018,-7476,-2194
,2159,78.18237762931577,561,-6720,2761,3057,-6037,-4568,3980,-4649,-2029,-1661,-5671,3145,-7061,-3789
,2160,78.21314937994634,2232,-688,2918,-7118,5877,756,-1390,2488,6095,3936,-7451,74,-2424,-148
,2161,78.26459685606835,-2800,-3835,-2872,2317,2796,-98,3202,140,-3569,3124,-2001,4948,6910,4908
,2162,78.29420966785925,-3249,4463,7036,-984,-1566,-1906,-8186,-4145,-5248,6337,7600,-7941,4942,-5729
,2163,78.32538084611943,-4063,5958,-7304,-3597,-7945,-7655,-4318,-2445,8091,6145,-1887,-658,3706,3275
,2164,78.35593321091062,-168,4417,-705,943,-2688,6603,-3788,5377,-7183,2754,1698,6998,-345,1552
,2165,78.38643981686201,-5289,1437,6,7298,-4511,3524,-2323,-4170,-3678,-4522,5142,-5242,-5965,-2604
,2166,78.41738391153405,4095,280,6855,4359,-6721,-3952,-5691,-4763,-5271,-5701,471,2630,41,3087
,2167,78.44885017016301,-442,-7702,7058,6501,-184,-913,-6915,-5298,6428,4911,2391,1094,4339,-1266
,2168,78.48004230340591,5572,454,-5171,-930,-2231,899,-4694,-4879,6355,-8005,-2112,-7981,-7608,-3435
,2169,78.5150106100637,1634,-5649,-237,-5220,102,-3699,1808,-6277,4880,4007,1168,4013,-2067,-7929
,2170,78.54610310022555,-4035,-2593,308,5808,-5162,5523,3548,-3313,-803,7690,671,-3958,-2732,3714
,2171,78.57658661293068,-6308,-2738,-1277,-2056,-3420,4456,7392,-6461,-50,-6476,6066,-4010,6550,-6376
,2172,78.60672116102579,-3244,-1620,-5858,-1872,-2701,2637,-4905,1632,-2517,7909,6485,5591,4649,-7802
,2173,78.63766012386533,4913,-5447,896,-3721,-2492,4270,5555,-6411,-5380,5332,4936,-1845,4196,-6375
,2174,78.67057142099587,-2665,-7152,8076,6806,-6097,5285,2363,982,-2695,7893,-2539,-7255,-897,2537
,2175,78.70187559924835,-5010,3502,-2850,2162,6023,-7300,7932,-3612,3230,-7206,1543,-1617,3741,6794
,2176,78.7325541215885,-2777,1707,-7966,7393,3286,-4984,-8169,7926,178,-4444,2638,-239,-7843,3186
,2177,78.76646099422412,-8074,-6068,4894,3175,-6557,4874,2685,2120,2169,-4116,-3829,4358,2425,6568
,2178,78.79881505987565,2880,-3889,4010,1791,339,-6596,-3993,-1009,-8134,1372,6355,4721,-1390,-6367
,2179,78.82926478801683,-3007,-4615,-3352,2084,931,3446,-6057,7137,-754,5389,7041,7965,4308,-4595
,2180,78.8602054614672,1482,7517,4954,687,3658,6582,-3355,4606,-6579,-3339,3659,-6043,3713,3169
,2181,78.891550266727,5391,-3729,6021,561,3271,-2298,3295,-5897,-3357,8157,-4391,6799,4793,-5225
,2182,78.92182166368877,5032,7912,-562,-6528,-6822,4984,-51,-812,7594,1453,6696,8159,1471,6088
,2183,78.95331358148024,-5282,5048,-7129,2092,2574,-730,-6918,-6013,-6511,1732,-3934,7193,3567,-3356
,2184,78.98432994946,8001,-5876,-4068,-2889,7223,7470,-3760,5493,-7434,-938,-2122,-263,5750,3202
,2185,79.01900659697068,-4993,-5132,3448,1853,8080,8030,6503,7604,-5101,-695,-5110,-2361,-5874,-1220
,2186,79.05022609998692,813,-7939,-1431,-6875,-4193,-327,-4260,-4711,5684,-5544,-960,-2524,2712,5174
,2187,79.08080284098247,1203,5135,-7547,4379,-2780,4685,-1034,7291,-7931,-2311,-7669,-5006,-2029,3375
,2188,79.11127694532803,7965,5352,-7733,6859,-6030,-1344,6252,-3820,-8176,-5843,4128,-7916,-2569,-6179
,2189,79.14193451268547,-2364,2671,-3525,8076,7271,1753,-4036,-3226,3822,-4919,-6527,-4318,6979,-6118
,2190,79.17491508955476,3970,5766,-5611,4821,7032,458,-920,4914,-8078,3444,-3843,-3453,6871,3315
,2191,79.20656310058477,1620,3344,4716,-7893,6535,6901,1486,688,751,-2015,-778,6632,-6569,-6669
,2192,79.23861652638233,-5362,4341,222,-1039,2886,-3158,6138,-4105,-6089,7353,101,2486,5440,-7789
,2193,79.26965128342854,4848,4332,4359,7195,-4026,6978,-7658,-7735,7157,6125,7560,-1961,-6519,333
,2194,79.30285894388598,1872,-7053,6280,-6323,-1895,6888,-900,6406,-5490,-4657,4687,-5523,1027,234
,2195,79.33346647587653,-2831,-2584,1783,-2465,5454,1199,-408,-6371,5820,-5131,5563,-1667,6362,5335
,2196,79.36475140975715,7923,-6871,-1789,7867,-2745,7943,-6975,6564,3104,-5423,3661,-1046,-4697,3308
,2197,79.39404262671135,3777,-5847,-4215,7506,4279,-1576,1915,-7830,-5152,-1943,5074,-3770,5023,-1472
,2198,79.43120179819411,-4209,-4114,-2241,1910,-1599,-3436,-4081,5522,3677,352,-1158,-706,1398,6435
,2199,79.46300846837893,3227,-3053,-5137,1044,-7567,7659,-6354,5128,-3672,1003,7905,3223,-2732,-5372
,2200,79.49499731861752,7354,-441,-7331,-7021,4562,-2143,-3835,3553,-31,7565,-4289,-755,-2435,1885
,2201,79.53105186315456,3280,-3169,1670,4333,-961,-5646,2260,-6489,-17,-4936,-592,-897,-7680,620
,2202,79.56185654304367,-2318,6520,-6712,5057,3936,-1347,-5108,-5500,2802,493,6865,-3350,229,6649
,2203,79.59309357982094,-7591,-593,-4365,517,-3192,3198,-5657,6114,-1280,-3754,-4179,1372,-8113,4774
,2204,79.62666731099675,2432,-5443,5393,373,-6805,-1667,3825,4657,-1028,5608,6526,-5122,-1408,-3513
,2205,79.65906499722453,3802,-1720,5394,-872,7672,-3713,2674,-6778,3716,3008,-6966,-4589,-2301,384
,2206,79.69045342306057,3144,894,7933,7792,1210,7009,472,5863,-1184,6146,2183,1253,-2235,1814
,2207,79.72030700332628,1910,7141,3488,-7658,771,-5924,-5383,1550,7397,-1583,-3692,6399,-3852,-1170
,2208,79.7515568696848,-6038,6075,-1038,7943,7594,-3313,1550,2927,-684,2964,7723,7841,5160,7151
,2209,79.7819608389862,3435,-7756,-7463,5331,5613,301,6532,-3607,-12,-963,-769,-7183,-844,6824
,2210,79.81451761202149,67,-7761,5376,4150,5413,2613,-2635,6573,-7265,2478,2544,3592,6428,918
,2211,79.84721337218701,126,-926,-5328,-1848,-4052,-4648,-7975,7433,-4496,-4699,-2217,-3834,2389,-5770
,2212,79.87895247324391,3037,2648,1953,-3169,7469,-5260,1946,-3393,-6814,2704,7190,6427,-5513,28
,2213,79.91023270294473,-909,-2217,7471,-1454,3191,-5520,586,-3909,-7290,6781,4363,-1440,7893,917
,2214,79.94145648248805,-4841,-5261,6680,-6104,-428,4654,-4232,961,5497,-983,8112,-5127,1238,-1024
,2215,79.9708571785356,-431,-7841,1415,-7740,-903,1825,3118,-3615,2086,4136,-4915,-4171,-6478,3941
,2216,80.00171873623493,3049,-5253,6190,6441,3204,2512,-205,-5503,1674,4943,-990,3432,1985,-1424
,2217,80.03567863780638,4865,8086,1241,-64,4949,1866,-1145,4427,558,2028,-7290,792,-2892,-201
,2218,80.06671980964323,-2893,436,4525,-1561,4453,7436,-5331,-243,-7353,3710,4652,-1958,1737,-3218
,2219,80.09718707154545,-2729,-3384,2882,-1448,6489,-8020,-6149,1405,148,5596,-7685,2684,277,6455
,2220,80.13070050368935,6776,7539,1929,-2302,-4061,2913,-6587,3391,-7926,-4525,-1136,-4448,-2029,803
,2221,80.16146241830764,2691,1264,632,3766,4968,6214,-7050,-1815,-4543,1373,-8011,6453,560,-6070
,2222,80.19355775407061,-8099,5650,-7318,5146,4489,1976,-2371,515,-2217,-844,-3628,7362,1721,3396
,2223,80.22395317031783,-6008,1627,-5125,-3163,-4399,633,2229,2765,6831,6310,2440,-1137,-675,-5195
,2224,80.2561203517358,6883,4031,469,2333,6349,-4591,6164,1392,-6034,-906,4407,-3014,6137,7748
,2225,80.28817035631168,-3257,5210,780,-3911,-5602,7164,-1069,-4240,-241,4976,1021,-894,-2341,-6045
,2226,80.32094352161742,1162,-6775,5361,-1433,5368,-1008,-3174,-6875,1832,2542,-1694,-5239,-1537,-1153
,2227,80.35341647472188,-1720,4371,1524,1373,-3460,-6333,-5767,-3396,3372,2636,5697,500,-2338,-2246
,2228,80.38536982978567,4506,1348,2544,4387,5363,3172,-5290,6471,-3036,-2926,-5563,3847,-3293,7145
,2229,80.41662226206044,-2413,-2957,-1940,-5094,898,-1957,-3452,-7119,6663,3013,631,-334,7575,-3360
,2230,80.45041708968647,-2037,2687,247,-458,-2792,1198,-536,-6679,7737,-2538,-5313,2613,7660,8115
,2231,80.48100494965244,5550,-2252,716,5104,628,-3143,-8182,-137,6651,-1601,-5187,-1843,6480,-4391
,2232,80.51658180611423,-7435,-562,7011,1457,-4996,-4923,-3874,-7719,6751,3385,-5665,3463,3225,-4520
,2233,80.54762725447817,765,2751,2842,7775,7072,1244,755,2690,-6632,8181,-1152,3555,-720,3946
,2234,80.57932786679132,-2351,-6020,-860,-7152,-1399,-3005,7805,1724,-622,2333,8126,7622,3064,-6206
,2235,80.61058970742567,7479,-1095,2215,900,4968,7778,7396,93,6904,3693,-1404,4222,-4289,4639
,2236,80.64144228441813,5857,-5474,-2531,588,3156,-6098,1132,6609,1523,-4119,2042,7009,4047,7090
,2237,80.67198053666993,1886,-6446,7222,-5717,-6279,-6451,3778,-2501,182,-670,-5284,-7700,4771,-3240
,2238,80.70381457662809,-5326,-7388,-3628,525,-3546,3414,4879,-1416,6433,-4289,7034,-5948,-2953,-1472
,2239,80.7351858963558,-3046,3068,-5956,889,-4179,7225,-4066,-4699,4162,-4560,4258,2329,-4088,2997
