Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,925,39.85867617538209,-5403,-1434,-4266,-6335,-7365,52,-558,666,-204,-4108,3108,-4285,-1335,-2330
,926,39.88836510935507,-5004,5130,-2354,-245,-354,5805,4995,-1480,-3319,5258,-6924,-6497,-3514,4637
,927,39.91942723617463,-2348,6610,-6492,-715,-3001,-1979,-156,4556,5578,5710,-3030,2702,-3695,808
,928,39.949719160466415,5917,871,-5698,31,7043,-1462,6853,-3002,-1432,52,-4123,4478,4854,1901
,929,39.98373422923725,5004,-5585,-7048,-1547,-5697,7095,6450,-5327,-7583,1480,-6676,5297,4856,-2595
,930,40.01231083851577,7361,7738,-4470,5491,3472,6922,5977,-8108,7335,-2128,-6856,-2122,-3331,1237
,931,40.04374374023348,-5706,4883,1165,-3509,490,-513,5005,7366,3412,4403,2306,1884,70,7650
,932,40.07442269022634,3301,1109,3922,-4235,-7690,2696,3838,3461,2130,-1951,-7948,-1731,-3119,-5892
,933,40.103308492413014,-4596,5792,3076,-1217,-4741,-5844,-7716,-1500,-1426,442,2609,-2577,-6073,-6770
,934,40.134876104733856,-5173,-299,-6582,-7136,3228,-2182,-7171,1767,3057,2569,6549,887,1937,3564
,935,40.16602076852613,4096,-8052,-5205,1898,-3645,6479,5852,1986,-3299,3613,1147,-2560,-7280,7050
,936,40.195288464581374,1110,4043,-19,-6698,-302,-7014,-7158,3423,2241,-4661,1622,1079,3418,6446
,937,40.22334932469361,1728,-4613,-1917,5994,7393,8055,-4478,-3241,-3195,-2680,7232,-7461,-934,-1717
,938,40.25274146768699,5984,-1424,-1871,-4696,-1916,-679,-5716,-3928,-5668,2500,7253,-5942,-6189,-1477
,939,40.280579520738165,-3760,3744,-4538,3234,4262,-4133,1648,4071,-5767,-6394,-7004,6734,-7540,-1927
,940,40.311349560757904,3157,5185,-411,-3686,3154,-5787,6472,5025,2221,-3698,-6080,5998,-5874,6998
,941,40.338991748868644,-3728,-1748,8063,3293,1486,-247,4893,-3942,5065,-3806,-5859,-2165,-3584,-3130
,942,40.36874440309518,1948,2985,4276,454,1828,6206,-1780,6432,1131,2885,-1550,-2903,6117,-3466
,943,40.39652172946177,88,-3137,-2505,-6398,2459,8043,2356,1705,-7207,4054,3141,7303,7198,-2500
,944,40.42385429701165,951,-6723,8048,-5367,1730,444,73,-5312,-1353,6236,-7575,-2756,-6877,2144
,945,40.45347651716213,6899,-990,1451,4049,-3129,-432,4732,-133,2903,2931,7968,2488,-345,7092
,946,40.48436715524563,-8145,-4199,7175,2570,310,-6898,4159,7826,4774,-6887,5410,-970,-3355,-7410
,947,40.51298396387874,-3027,4259,-5092,2248,3682,-6147,6667,4452,1653,-715,946,5677,-308,-7891
,948,40.54368386885431,3716,897,2742,-1056,-237,780,-4846,2355,-6847,296,-2921,2773,6972,-3006
,949,40.57430850695321,-2869,-5462,-162,1606,1090,-2634,6873,-2851,7307,-5044,2756,-1811,-5765,7846
,950,40.608004119150884,-7803,-4368,-679,-3716,1501,-2804,921,3804,2731,-4029,208,7859,-2970,-677
,951,40.63500653880991,-5478,-5112,6052,5423,7951,-1300,1958,-7661,6493,7088,-4962,-2353,8098,2982
,952,40.663289778330494,-6402,3094,-7796,5332,3806,48,3581,-3428,-600,4278,2035,2477,-4972,-7186
,953,40.691343368346686,-1725,87,-1718,7898,7280,1253,-1629,7045,4902,-65,-3911,-3711,601,4202
,954,40.72312822824338,-1006,-7739,7720,401,1902,-1782,4022,6450,-3762,5798,6245,4988,-2395,-7406
,955,40.754398194279204,4897,-663,7963,3850,997,2521,-5259,-4994,2278,-2940,-1358,-2421,4687,-1625
,956,40.782529617088315,-8157,-8018,-7439,6301,-5862,-965,-2314,-6777,-5508,-4808,-468,5950,-3846,-1330
,957,40.8129695092172,-4870,-45,8097,2911,-6674,8084,6871,-820,418,-1510,-1308,-2621,-1238,-4123
,958,40.840845195706706,7456,646,5939,-4304,-8025,-3069,1966,-7173,537,5233,5764,7735,2297,-2632
,959,40.87040797213073,7917,4890,-6656,-234,-6913,1096,3313,-7587,-2863,640,-1274,3165,1874,7816
,960,40.89639300599654,7237,4377,2170,-2600,2292,7563,-2993,-177,-151,-7573,-3083,5975,3266,7123
,961,40.92491573103381,5674,-2334,3902,2600,7793,-135,2643,5597,3672,-7883,-7733,-5017,-3200,-1986
,962,40.95600565527941,-2126,3512,6938,-1142,1129,-2727,1680,6898,1287,-6030,7212,-5375,5846,-2558
,963,40.98851282060055,-1967,2473,3791,-3804,5456,299,2786,-1569,-4106,-6812,-4579,-5022,-2139,-545
,964,41.01981314997866,3293,-6735,-4299,1866,-3688,8099,2345,-8077,-1669,2136,1541,-5712,7166,-7519
,965,41.04883109685222,4901,6461,-6317,5751,7579,-1160,4767,6394,3499,7150,5950,-3291,-3059,4228
,966,41.08032515290723,-1921,7604,-4,4011,7089,-3719,-4893,1932,-6451,-2759,-871,3510,-2024,-2421
,967,41.10966640522831,4039,5684,-3256,7724,-531,-599,-6251,7271,-1410,-2400,-3720,-3824,5517,-7600
,968,41.140004088359895,-5610,-7114,5656,-3568,-6671,-7251,5476,7509,-254,-4627,5367,-1406,-614,6793
,969,41.169262376055556,2193,-1649,3672,3984,654,-6044,-3234,59,-5866,8070,7358,76,5177,-575
,970,41.20001017813446,639,3574,-6716,4711,-6852,1730,7615,-999,7203,-2702,-1560,-426,2859,7165
,971,41.22784053343688,3850,1525,-798,3325,7419,2411,-5555,555,4810,-7202,-3508,239,-7521,1347
,972,41.255401467533034,1415,-2603,-1773,3519,6994,-7704,7397,-4788,5757,-3036,-1124,2535,-2908,5533
,973,41.28242056564768,-3429,-4086,-1976,4977,6026,-3371,-5416,-2721,1084,-7247,2285,-421,-6228,-2473
,974,41.31061100453055,6722,7385,3378,-2511,-3340,-6440,-1239,7622,-4922,-6315,7872,-3159,-7849,-5286
,975,41.339501510897016,-1319,-6234,4907,-620,-3632,1218,3663,-3861,-3927,-160,2908,-2982,-6060,-4751
,976,41.367764223087605,538,4829,7801,6883,-1276,-1439,3494,-6322,-6992,-6623,-7447,2494,-1448,7622
,977,41.395513324375436,7192,-3593,-1321,-2914,-7722,3114,-1757,-4057,-1956,-950,-2089,3604,-4174,1768
,978,41.4268521424973,3704,820,6691,576,-6232,1671,6291,2505,3885,2149,3445,-3584,-6766,-3584
,979,41.45462647529493,-4638,-6095,924,2639,-2914,-453,-2510,-8186,-1900,6927,7937,-5904,5545,1071
,980,41.48169218755479,-459,162,1834,7920,5114,6710,105,-7630,-309,4547,5270,6744,3554,-8156
,981,41.51000878398663,-6164,6538,-4529,-303,5037,3947,4536,-2674,6674,5651,-1799,-7438,7088,-7980
,982,41.54104567929639,5203,5596,-5412,8177,-2497,-4254,3637,-813,-6206,-25,3875,3110,-2115,6332
,983,41.57234942989617,-7589,-2663,6064,-5135,2001,-5357,5585,-2430,-6890,-3739,6433,-977,-2265,-6413
,984,41.602828666074224,-1879,-6980,316,-853,-696,27,-969,-4151,-4153,-5075,4291,-1402,-3433,-7725
,985,41.63316421094226,7374,1332,-6464,6452,-3067,-6886,-2963,3699,6443,1101,-2547,-1794,1614,5497
,986,41.660929563033015,6839,-400,-898,-496,-1529,6900,7513,-5210,-476,-6675,1779,-4860,-4482,-144
,987,41.6913745869944,978,-2672,3646,-517,5937,4358,-3028,1502,5125,-2280,-167,803,4401,2947
,988,41.72104940842801,309,3216,7858,4390,-5524,992,1809,-6323,-7861,1118,-2216,2859,3267,-1627
,989,41.74959608201695,3738,2902,-7268,4122,-7714,6303,-3384,-823,-6437,2183,1041,7780,7025,5316
,990,41.78151736312761,-5187,2171,-5204,-5534,682,-3127,3274,4602,7991,-7980,-5101,7186,-4832,-2105
,991,41.81112418778059,-2856,-1501,-1792,1894,-3595,737,-3890,2626,71,29,-1785,-4382,5888,-7754
,992,41.8381565431292,-7427,-7231,-8016,4754,7124,1727,-6900,4841,-2515,2363,-2416,-5314,-5144,-7802
,993,41.866349120275615,-7419,-4416,-2567,-2159,7626,-529,897,-4857,4139,-8013,-2537,-6796,-3950,-2072
,994,41.89596278737193,-4785,-2072,-1916,-5077,86,-5795,-4412,5277,6606,3006,1125,316,-6376,-516
,995,41.9224259369657,2293,-2386,2496,-5197,-4368,5416,-408,-5869,-5762,-6291,2313,-2535,7103,5431
,996,41.95420309911365,-7807,-7731,-6350,-5533,-2996,2636,66,-3431,-3503,-5619,7521,4045,-7970,5288
,997,41.98552395582176,3251,-7304,4607,-5963,426,-4513,-3397,5374,106,1267,-4924,-2270,-767,5578
,998,42.01403898311028,-4236,1069,1371,-7823,-203,2704,5930,1296,7971,-6192,-6374,-7720,4584,7415
,999,42.04332292996845,1384,-1178,-3353,6913,6183,3479,-8171,-2216,2229,-3613,-574,-385,8034,-4900
,1000,42.07490935900846,-423,-6072,-2538,-4530,-6483,-2477,-5609,-5725,901,-2898,-7449,-6253,7619,-6244
,1001,42.10439515794498,-5381,2435,-6068,-5419,-2981,4933,-5448,-3987,4305,5495,-1751,-1777,-2289,5071
,1002,42.1326296450568,4928,-6514,3020,-7033,4162,5599,-3347,-7567,-5516,-4202,4165,6961,-5460,2560
,1003,42.16367209985177,-4723,7635,1858,6818,2900,3011,-4319,-3098,-5164,3676,-1709,-4166,-2496,902
,1004,42.194442995176935,631,6179,-6510,78,5285,2817,-6852,4620,4223,-550,-2001,-5667,4654,-81
,1005,42.222559450141254,-1179,-3766,-7144,-7504,-8031,-7378,22,6997,4994,2430,-5590,-2184,688,-742
,1006,42.251289159089374,2097,-415,1161,354,47,8059,-2236,-6214,-3624,-4127,-1043,6452,-3968,-2043
,1007,42.2795232185485,5002,-2475,3916,3683,7616,1672,-1174,2461,-4971,5710,6598,6677,4909,-6188
,1008,42.30595087296747,-2219,7374,-7468,4393,-7274,6360,-1552,1596,6956,3204,-2020,-2631,-3686,-6148
,1009,42.334779797343934,-7533,-1306,-2414,4379,5828,1907,-3707,-662,-2975,-7769,-2733,-754,-5361,-38
,1010,42.36475226506257,-5591,1366,393,-3450,875,234,3719,5464,3397,-7440,-2874,-6374,4458,-5
,1011,42.394672131498076,225,-5407,-2186,5749,-5795,-7047,-7417,-1870,2622,479,-154,-402,4408,5593
,1012,42.42302849963179,-8121,2,-6396,7646,-218,-274,5118,-3185,-1496,-2413,-487,3778,5489,3883
,1013,42.45448107337408,-39,-1762,1229,5872,7888,963,3157,2628,-695,-6172,-3153,-5430,7274,-1520
,1014,42.48974574335877,173,2135,-5387,7311,-1090,8123,3453,-6993,5279,2990,-7765,-4093,-1949,933
,1015,42.51999875125409,5975,8186,5764,-4789,2810,-3457,-7033,6480,5047,7035,5286,1550,2195,2936
,1016,42.55006744083211,7167,-2881,3925,-4796,-8097,4171,2268,-3625,7832,-214,3964,-914,820,2959
,1017,42.57751376400242,2896,-4000,5917,-7456,930,3611,284,-6468,6256,-2457,-1859,2793,2885,7448
,1018,42.6093747460812,4582,-1601,-5356,3190,6702,-4113,6613,4083,-5782,7835,-3385,-3821,-1526,4169
,1019,42.63719141649696,-8054,-7093,-5309,7940,1078,5023,5566,-6047,-4388,-3034,3894,-200,4630,5554
,1020,42.66606182318613,4358,2930,-1382,7256,-8004,-3313,5632,-3420,1110,5913,-2146,3168,5921,-2847
,1021,42.69515418163095,-1758,-4806,5953,1284,-4233,970,5506,-6510,-3114,6835,-2114,-4566,4162,-1449
,1022,42.72509200948021,777,-3763,-2187,1716,2038,5953,5317,4503,6231,-1681,-6879,126,7352,234
,1023,42.7528086091622,3628,-6953,-5689,-4069,-7185,-5880,-8071,-5352,1895,-4224,5343,-6623,1380,5225
,1024,42.77936669765723,-612,-1634,-7840,-4988,-1139,7977,-5454,7336,-7195,7442,3744,-3299,1010,-2578
,1025,42.80887516218729,-6344,684,-5590,-1557,891,3359,-2605,1291,3763,-455,-3756,-2849,-6209,4143
,1026,42.83868683248758,6422,7260,-2478,-3431,3207,-1565,7776,894,3733,-1540,-1657,6320,-5539,-1191
,1027,42.86973997860026,3969,-6910,6645,-1875,-1278,-5975,-6765,-900,-66,-7692,-4420,-2979,-7018,-2513
,1028,42.899441742154494,6661,6540,-381,1783,3354,-7189,-7963,3634,-2773,-7302,-6109,-4491,-7531,-528
,1029,42.92896474687664,-5660,-5827,5489,2141,2978,-6504,5848,6143,6595,-7912,3572,6486,-6706,-3544
,1030,42.960683320603536,-7889,5558,-6506,6245,-6005,-1859,-3565,-3611,-6274,6959,-1104,-2062,354,-2464
,1031,42.989640968445215,4470,4779,-924,5604,2984,-453,-6390,-5502,502,1856,-3535,3933,1664,-7090
,1032,43.02135825921399,7089,7901,5930,2118,6608,2229,308,1102,5336,7692,2462,6220,-7264,2976
,1033,43.05110834752428,1435,3907,-4172,-5158,-2176,8142,-1308,-4042,3847,-5643,-1882,-3223,1889,7677
,1034,43.081276252530635,-5677,7622,-77,5709,-5271,-5105,5574,-1154,-5100,-3742,-1748,-2861,7602,-5890
,1035,43.11144715110595,2788,-136,3093,-804,-1017,-7015,-90,8109,2524,1033,-2221,1369,1017,6153
,1036,43.14124171529791,-3129,-5057,-2544,7404,-2983,3471,-3975,1106,-715,4605,4869,455,1356,7270
,1037,43.170401642870644,2277,-4233,-3916,3817,-8122,2049,7479,6373,1914,-1348,6945,-2583,4612,-1493
,1038,43.19888203028979,-7067,3500,-953,530,5865,-789,4967,3987,-2586,8039,8189,4550,6567,-4976
,1039,43.232157259875144,870,-4774,-3347,-1963,-5714,6798,2564,-6833,241,-633,1276,3001,2007,-4738
,1040,43.26234227098983,-2691,-5007,7368,4965,6968,-7941,2773,1449,-265,-1447,7515,4081,2589,7328
,1041,43.290286809565394,-4501,-6159,-1899,7352,3424,-5004,-7993,1198,-5706,-5083,-7873,-5025,1515,6045
,1042,43.31728409739192,7773,1048,-2080,922,-3566,-2999,5512,-7745,7985,-3964,3589,-1424,-5750,6149
,1043,43.34734851044285,6249,-600,7160,-5567,-5840,-5498,5420,-2436,-4401,-2394,6665,409,-2466,263
,1044,43.37493595900692,-7436,5033,1346,-5057,-5839,2825,-5637,1264,-6388,-1209,-3937,-1137,-6862,2135
,1045,43.40223901851993,-163,-7718,-896,4738,8034,5972,-7093,951,-6813,-3134,3660,1907,4606,4543
,1046,43.43514860503963,6497,-4092,5040,1792,503,61,6642,1918,6684,-1322,2039,-4017,-5975,1145
,1047,43.463788506918995,-160,5880,2606,-2822,6070,540,3615,7513,-4277,-501,695,800,2979,205
,1048,43.49477194564021,3079,2976,6964,-6986,5456,-2697,-5813,-4440,-5092,7186,2952,5721,4111,5977
,1049,43.52254542313242,4625,-1550,-2150,675,5866,6603,4398,7555,-2476,2002,3674,7025,-6274,3679
,1050,43.5530259422686,-4472,-3476,6747,-3396,-3921,-1971,1992,2770,433,-4003,-3454,-2182,1388,7924
,1051,43.582392426099474,4316,7378,2043,-6287,-909,-8182,-530,7551,-5576,304,-1788,1956,-4523,174
,1052,43.61155962376825,-3890,3128,-2054,-1617,-1146,6403,-6614,3328,7287,-6922,3493,1612,5740,-1908
,1053,43.64162874099898,-6731,1826,2733,-3369,2276,-4975,-3621,6248,-2707,-6798,-3541,-1144,-5808,4297
,1054,43.6674247523677,6519,-204,-2731,-858,5620,-4386,6416,2321,-4769,-5395,-132,-7316,-1238,7472
,1055,43.69911638397397,2355,2156,5280,2135,-2430,848,-2706,-6901,5790,-2130,2246,1693,4452,-474
,1056,43.72766220225749,6554,3711,-5376,3912,-786,-6283,-3700,712,1611,5225,-2597,-2753,4680,-6838
,1057,43.75818163779013,5394,1731,-1435,6139,4702,-471,-5305,-7556,-4217,-774,2788,-2636,3433,4912
,1058,43.7886668611061,-4491,7383,-1693,-2687,5217,-4631,3211,-2853,287,5671,85,3138,-4517,3119
,1059,43.82049234801009,4619,2353,-5258,7936,8123,3110,-6884,1948,2338,-1902,366,-6638,-4316,-1588
,1060,43.87027582744384,7756,-6172,3177,-8136,1887,-224,-7867,-7350,5349,3407,5390,4685,7595,5508
,1061,43.89914751709114,2342,-5783,-1765,436,-3293,-7278,-5316,4992,-5446,5414,-8170,124,-19,2469
,1062,43.927423486515686,6507,-3169,-4066,4628,4110,-8043,6896,1591,6613,3937,3236,-6111,4026,2477
,1063,43.957075642355754,-170,3627,3323,7794,-2049,7257,-4969,-3108,3231,-1832,233,-2935,6337,8081
,1064,43.983417338580345,6439,-5002,-1762,3804,6853,-387,-3068,-585,-7667,4728,5139,1609,1088,-946
,1065,44.01180064883469,-7741,5081,7316,5446,-4577,5657,-1723,-6056,1657,28,4067,3366,5825,-1558
,1066,44.045564257813,-3532,5833,4278,2892,3591,2641,689,-7136,-6660,2684,4154,3433,6605,583
,1067,44.07573686699915,-5344,1202,-3224,-1803,-2754,-1481,5937,7666,-4650,-1269,-7505,5086,-2282,826
,1068,44.10617248260095,1338,-4784,3611,-5291,6012,5944,7399,-5773,3916,-384,-5301,-5848,-3527,2792
,1069,44.13946652890547,7259,2776,2065,-993,5472,-3001,6807,-7058,-2623,-7454,386,6465,-7012,-3446
,1070,44.170469211998565,-4340,-4348,6942,1410,-6416,-233,-4656,269,-4663,-773,-2252,4251,-8045,-880
,1071,44.19867803994789,4121,-1361,-4111,-1687,-3625,6975,711,-6326,-2349,3388,2862,-5853,-3688,-7534
,1072,44.229667893459734,2355,-6222,4294,-2315,-3616,6903,380,4718,8129,-5705,5095,-43,6692,5245
,1073,44.262983750052385,-7425,3171,-6034,-6034,6447,-4173,792,1544,-4118,-458,5246,-4072,8053,-2962
,1074,44.29352114699878,8058,731,873,-2248,6393,2446,1622,2484,782,-4371,360,-7109,4543,-1801
,1075,44.32264044756422,-1431,1838,-5129,4498,-3630,-8164,-1441,2425,343,-1463,2217,-1170,7848,6181
,1076,44.354421458586536,-5850,-7976,-1602,2138,4145,3626,2424,3375,-1960,-3245,748,294,70,5933
,1077,44.382157302640415,-7915,6002,-1062,6303,3442,7610,7794,5733,-1710,-2186,900,-254,-373,-7946
,1078,44.41029171901849,-136,-566,-2932,512,402,5864,2792,-3514,-8060,3465,2290,-4208,-2669,-2426
,1079,44.438717366890955,-6146,-5890,810,7661,3358,7103,1398,-5907,5596,6796,-2810,6850,5794,-35
,1080,44.46897550661878,-1941,2404,3156,-3592,4115,-7016,3473,3744,6160,-353,7294,1041,-3933,4949
,1081,44.49733486832145,-1708,-3763,-1786,5055,-1556,-6229,-2820,-4830,-4032,3131,-2488,3227,-5157,6300
,1082,44.52850989545602,-8120,-3426,3337,-3846,5364,-4157,4930,7940,-3146,-6829,6299,-2540,3369,3707
,1083,44.55698686165349,5905,-4568,7189,2558,2285,3486,-8128,-6223,6201,-1013,-725,2918,2616,-2748
,1084,44.585525837493684,-3207,67,-667,-3978,-2384,-1669,452,-1347,1846,5700,-4574,6826,7136,5015
,1085,44.61405540497429,-1703,5771,-4493,1659,-2397,-7533,-3570,-546,-2533,4641,-7483,7710,2110,-4868
,1086,44.64387477302333,3331,-7887,-5348,6955,205,7292,157,-6099,7375,-5061,7984,1507,8152,2347
,1087,44.67242572313935,-4886,-1502,-6811,3850,7437,-7612,181,-7791,-3725,3144,-6100,-5762,2030,5379
,1088,44.705313499370924,-3154,7689,-6358,6961,1264,5763,-7741,-1769,-6487,3914,-4465,-6842,-8186,5099
,1089,44.73650050078132,-7472,-5632,-7798,630,6968,7100,-2877,1755,-6735,7906,6601,4379,-3882,-7497
,1090,44.76887295549931,2024,-98,213,7229,111,5720,7133,4391,-5955,-3134,-4325,-139,-2991,5657
,1091,44.796628899230484,-2208,-3067,1973,1144,-3952,5374,6468,-4417,4960,354,-6455,6562,6180,2232
,1092,44.82461449246604,-5848,6826,-6801,3553,-4427,-2281,-7702,-6526,-1278,6477,-7334,2315,4939,-121
,1093,44.85271769019641,-1040,1935,-2722,1648,-6401,1026,7941,-3518,-6578,2384,-3305,-2300,6855,2839
,1094,44.88136999400431,-8164,-7441,7258,-6644,1952,-6346,323,2328,6902,422,3956,3323,5798,1104
,1095,44.91099948425084,-5260,931,-4842,2823,-4556,-7744,4265,4022,2610,-6324,-469,626,349,-2126
,1096,44.93927930254975,3126,5660,1478,7547,7113,-6065,2242,1780,3729,7044,1594,2542,7612,1365
,1097,44.96907985387962,-2772,-5268,-6816,6224,-787,-406,6598,-6718,7516,782,-399,-1699,5683,3900
,1098,44.997716334537316,-7886,2453,1350,-2053,7104,3715,7761,831,-1931,-812,1119,1788,-1040,-2039
,1099,45.028427358483306,4689,1045,4261,-94,-6200,-1965,5789,6038,7038,-7782,-56,-2624,-4418,-6077
,1100,45.05585358197632,6683,922,-5122,4924,2150,-3464,6590,4944,2842,-5971,-7788,-5548,-5463,4782
,1101,45.085497612414926,-2789,-1692,-7564,3562,5701,1930,-1829,8001,7172,-5455,6486,1051,-6823,-2673
,1102,45.11818995135878,-7677,-1600,4200,3305,4316,-4459,667,-4106,-2926,4128,1535,8089,-7287,7365
,1103,45.14601945135579,5434,7200,-5762,-5420,1094,-5435,-3491,408,-7638,4611,3391,-1321,2585,4678
,1104,45.178521912497125,-7573,-3672,-1203,2936,15,-4632,-6253,6230,2460,5814,6857,-2765,-5135,2431
,1105,45.207025820815225,-4956,7001,-4061,-5563,-324,-1638,-6882,5258,609,3943,4792,6994,-6276,3024
,1106,45.239664275517825,2665,-3459,-7211,1619,-6858,2992,1877,-599,7004,2693,-1174,7008,-4393,2577
,1107,45.267180306079595,2848,-6040,-3410,-5483,-4158,-1988,-4159,-6821,-1365,678,119,6054,-4304,-4487
,1108,45.29542976103622,-7996,-3700,208,-8085,145,1965,-3129,-1152,-4420,-2708,-5713,6110,-1072,-5959
,1109,45.327587106441904,5804,5653,4445,-6017,3816,154,221,-3410,7265,6048,3079,2701,-4943,4097
,1110,45.358386654498524,-4567,-7695,-2310,-135,6820,-712,-5206,-5121,-5435,4244,5880,-6295,6231,-6863
,1111,45.38753289718459,5248,429,-4908,-7926,-4727,-6070,-6021,-5674,-1817,1851,-7908,5831,-3306,1784
,1112,45.41759773788824,-2040,841,8026,-3687,5917,755,-6261,-3960,-7819,6348,-5555,-2769,-5136,1795
,1113,45.44353444699801,-1559,-6408,1011,8085,-1611,3891,2890,-6583,-2780,2770,-1433,-1851,-218,-1999
,1114,45.475716596260774,-1767,-6904,7330,7618,-4868,5691,-353,2680,-1562,-786,-4502,-6131,-5316,-1185
,1115,45.5037359740603,-4793,-5271,-2397,6297,503,3487,6676,2962,-2945,3956,5571,-544,-1377,3463
,1116,45.531948650884004,-5188,-8094,-3921,-7350,5475,-7364,278,-1909,-5445,-20,-4822,-6566,2911,-781
,1117,45.56319980020066,-3197,1419,-4964,7179,-1867,-1652,3776,4791,5428,5427,234,-1202,5440,4577
,1118,45.59386592061226,4190,719,1021,-1514,292,-2165,-3660,-7804,7808,-1355,-2922,6614,4450,-5766
,1119,45.62410096709384,2969,-7696,-7450,-3611,7574,-7728,6946,1318,2569,-8130,5123,-2419,6800,2487
,1120,45.6521738014819,-5957,3357,5224,490,-6894,-324,-2055,-7596,-1238,-4434,-7709,-726,-6550,2881
,1121,45.68115368726442,-4868,-2409,2834,4806,-5287,5790,4423,-6463,-7631,-5296,-5773,2279,2121,-1290
,1122,45.709498508775006,-7599,3909,619,-249,-4082,-5109,-7356,1889,7292,-3350,237,1268,-1111,2375
,1123,45.74200096991634,769,5895,-875,-1734,-7379,-8149,3576,2489,5846,7002,-3303,6484,1481,-3437
,1124,45.76938998762373,-6039,-6361,-7597,6705,-493,-357,396,-2837,-612,317,-7376,6128,5963,5179
,1125,45.79707066447823,-4521,1,2905,-6490,6853,7556,-2605,-4739,-851,2138,-7598,-862,2795,5131
,1126,45.82666893607704,-337,-954,2614,4506,-735,2742,4169,4999,-5623,-7679,1773,-220,-6246,-4032
,1127,45.85174264202133,-4723,2850,796,7116,6491,7856,-5627,5272,-2238,118,-7893,208,3217,4873
,1128,45.88122245381992,-3346,-2328,3531,-4901,1812,-6926,7685,3873,7705,2693,-7803,6282,7766,5296
,1129,45.91016898269118,-7568,1726,280,-4957,6084,-4993,-4989,6942,-293,-7412,-2753,3465,-1118,-7664
,1130,45.93983439576521,3940,1922,5928,7035,-2108,2015,2189,-3857,4435,7712,-6253,-4454,-6272,5281
,1131,45.967936310537446,2235,7021,-7082,7602,6593,-1233,7318,487,-7544,3981,-6332,-7433,-248,1987
,1132,45.997138575728314,-4963,-3712,5152,799,-66,-7634,-7838,-7835,5769,7135,-5929,-5441,2239,-3918
,1133,46.02710591161445,5947,5167,2799,-3308,-7194,-2414,-5365,-5694,-6593,-8175,6983,-5655,3131,7455
,1134,46.05734694523394,547,-987,-747,4284,4396,-4747,-7294,-5697,-4340,-7228,783,-2568,1748,-3235
,1135,46.08490146453946,432,-1397,-3446,8138,1569,2978,182,1706,522,7700,-2125,-7212,2409,-4005
,1136,46.11472468146288,-246,-4070,7579,4462,2353,4478,5223,-2401,-6716,-6863,6251,5041,6550,-7352
,1137,46.14631111050289,-32,1089,5641,3139,5928,3019,5786,3622,7815,-922,-2383,6588,3526,3271
,1138,46.17550268437605,-3418,7538,6621,2779,-1318,1693,-4303,5665,-7422,773,-6710,8090,1133,5006
,1139,46.205565386816154,4860,5498,-6470,-1320,-5957,2894,-6610,-1221,4252,-6709,-2857,5099,-4466,-6569
,1140,46.236689095625714,-2846,4458,6744,1365,-2631,5933,2464,5929,-3173,-3453,5758,3118,-108,-2701
,1141,46.26835506806948,-862,6736,7575,6190,3255,1998,-802,-3392,-5719,-38,4584,-7246,-3465,5213
,1142,46.2984592528223,-7571,-4608,5982,-804,-3589,2544,-948,-4427,-2264,-1158,-4406,6476,6028,-3356
,1143,46.326687325143496,-5927,-7032,6480,6621,-6829,723,-3413,6414,-7321,-7144,2517,-7590,-2886,-7748
,1144,46.357129355535925,-698,-5833,-3747,3231,-4299,-3385,-1576,-2597,600,-2500,-7485,4659,7178,-641
,1145,46.38688970751121,-5535,5829,5226,-2036,-3416,6366,-1675,5978,2637,-7717,-2210,363,-2257,-3777
,1146,46.41577294378163,3553,-4048,-1052,7694,-6067,5169,-7473,-6177,-1432,-4750,2782,-1837,-6453,8013
,1147,46.442904514558585,-5307,4433,-7305,908,5576,-147,-4227,2262,4679,236,2372,-1338,7280,-3822
,1148,46.47298261249618,6736,-3497,-8134,1951,-5656,190,2003,-5281,-7631,-601,2446,3814,2355,156
,1149,46.50228922494789,-6327,-1488,-8147,1938,-1209,-3312,757,-2646,-3686,685,84,7033,-5844,-1468
,1150,46.52959185680819,-7113,-84,3666,-5146,5635,-6074,-7204,7122,799,3241,3302,-1798,1227,7684
,1151,46.558401109160066,363,5895,3562,-8179,-2456,-6828,-7683,3240,-3226,1055,-3111,7073,5928,-6608
,1152,46.58672540334065,7415,-5568,3079,1829,5590,-4510,-7508,7106,-4596,-7313,1951,-6995,1858,-369
,1153,46.61620820870821,-896,-2284,-786,2942,7669,-6878,6269,4041,129,-8046,-4936,-452,-6499,-7639
,1154,46.64576414268889,-1182,7495,3361,-3056,-5710,-7836,2851,-2679,-1628,6283,5581,1498,-6756,-5570
,1155,46.673077465866896,-3691,-3818,7111,4176,2851,-6336,7588,7439,3783,3919,4453,6231,-1522,-2464
,1156,46.7032680364668,-5500,-6552,-7364,1205,5725,5041,4623,-5415,4705,6952,-5273,5482,-2222,5037
,1157,46.73129767793132,-542,5351,6463,7837,6655,6315,5354,-7352,-802,-5768,5068,853,6072,1529
,1158,46.761447621523935,-4953,3755,-1599,-4371,6337,2327,-3749,-2793,5437,6216,-4052,6633,-5165,-2312
,1159,46.79069949442897,-2864,-5488,7132,2233,-1669,1154,-5573,-4682,5296,-2057,-4557,-556,-5655,710
